trigram,repetation,polarity,sentiment
colour ppe kits,1,0.0,neutral
ppe kits frontline,1,0.0,neutral
kits frontline wa,1,0.0,neutral
covid pandemic conducting,1,0.0,neutral
pandemic conducting offline,1,0.0,neutral
conducting offline e,1,0.0,neutral
offline e ms,1,0.0,neutral
e ms students,1,0.0,neutral
ms students enrolled,1,0.0,neutral
students enrolled distance,1,0.0,neutral
enrolled distance learning,1,0.0,neutral
distance learning course,1,0.0,neutral
learning course studen,1,0.0,neutral
provided genconcentrater amp,1,0.0,neutral
genconcentrater amp n,1,0.0,neutral
amp n mask,1,0.0,neutral
n mask covid,1,0.0,neutral
mask covid rd,1,0.0,neutral
covid rd wave,1,0.0,neutral
rd wave preparedness,1,0.0,neutral
wave preparedness district,1,0.0,neutral
preparedness district administration,1,0.0,neutral
nr x bellan,1,0.0,neutral
covid india test,1,0.0,neutral
india test positivity,1,0.0,neutral
test positivity ratio,1,0.0,neutral
positivity ratio n,1,0.0,neutral
ratio n nsee,1,0.0,neutral
odisha crossed crore,1,0.0,neutral
crossed crore mark,1,0.0,neutral
crore mark covid,1,0.0,neutral
mark covid vaccinations,1,0.0,neutral
covid vaccinations friday,1,0.0,neutral
vaccinations friday according,1,0.0,neutral
friday according vaccination,1,0.0,neutral
according vaccination dashboard,1,0.0,neutral
vaccination dashboard cowin,1,0.0,neutral
abu dhabi announced,1,0.0,neutral
dhabi announced remove,1,0.0,neutral
announced remove need,1,0.0,neutral
remove need tested,1,0.0,neutral
need tested covid,1,0.0,neutral
tested covid entering,1,0.0,neutral
covid entering emirate,1,0.0,neutral
entering emirate startin,1,0.0,neutral
let us take,1,0.0,neutral
us take fight,1,0.0,neutral
take fight covid,1,0.0,neutral
fight covid defeat,1,0.0,neutral
covid defeat practically,1,0.0,neutral
defeat practically n,1,0.0,neutral
practically n guwahati,1,0.0,neutral
sep nfees nbangalor,1,0.0,neutral
share information given,1,0.0,neutral
information given together,1,0.0,neutral
given together need,1,0.0,neutral
together need hour,1,0.0,neutral
need hour getvaccinatednow,1,0.0,neutral
hour getvaccinatednow covid,1,0.0,neutral
lunchtime india already,1,0.0,neutral
india already vaccinated,1,0.0,neutral
already vaccinated million,1,0.0,neutral
vaccinated million crore,1,0.0,neutral
million crore people,1,0.0,neutral
crore people today,1,0.0,neutral
people today pace,1,0.0,neutral
today pace co,1,0.0,neutral
administered country healthminist,1,0.0,neutral
industry according health,1,0.0,neutral
according health minister,1,0.0,neutral
health minister thousands,1,0.0,neutral
minister thousands health,1,0.0,neutral
thousands health workers,1,0.0,neutral
health workers across,1,0.0,neutral
workers across france,1,0.0,neutral
across france suspend,1,0.0,neutral
covid spike proteins,1,0.0,neutral
spike proteins given,1,0.0,neutral
proteins given la,1,0.0,neutral
given la rats,1,0.0,neutral
la rats named,1,0.0,neutral
rats named vaccinated,1,0.0,neutral
named vaccinated given,1,0.0,neutral
vaccinated given humanised,1,0.0,neutral
given humanised mice,1,0.0,neutral
humanised mice ther,1,0.0,neutral
say covid vaccine,1,0.0,neutral
covid vaccine changes,1,0.0,neutral
vaccine changes dna,1,0.0,neutral
changes dna n,1,0.0,neutral
dna n nanecdotal,1,0.0,neutral
n nanecdotal evidence,1,0.0,neutral
nanecdotal evidence seems,1,0.0,neutral
evidence seems suggest,1,0.0,neutral
seems suggest lack,1,0.0,neutral
suggest lack vacc,1,0.0,neutral
sep nfees nmaharaja,1,0.0,neutral
nfees nmaharaja agr,1,0.0,neutral
deaths f n,1,0.0,neutral
activecases f n,1,0.0,neutral
nfees nagadi hospi,1,0.0,neutral
andhrapradesh night curfew,1,0.0,neutral
night curfew e,1,0.0,neutral
curfew e ended,1,0.0,neutral
ended till september,1,0.0,neutral
till september th,1,0.0,neutral
september th n,1,0.0,neutral
th n nightcurfew,1,0.0,neutral
n nightcurfew covid,1,0.0,neutral
nightcurfew covid apfightscorona,1,0.0,neutral
covid apfightscorona coronavirus,1,0.0,neutral
sep nfees nrajshekar,1,0.0,neutral
third wave pandemic,1,0.0,neutral
wave pandemic e,1,0.0,neutral
pandemic e ected,1,0.0,neutral
e ected hit,1,0.0,neutral
ected hit india,1,0.0,neutral
hit india september,1,0.0,neutral
india september october,1,0.0,neutral
september october f,1,0.0,neutral
october f n,1,0.0,neutral
youtube removes st,1,0.0,neutral
removes st louis,1,0.0,neutral
st louis council,1,0.0,neutral
louis council meeting,1,0.0,neutral
council meeting recording,1,0.0,neutral
meeting recording covid,1,0.0,neutral
recording covid misinformation,1,0.0,neutral
trend electric atvs,1,0.0,neutral
electric atvs impact,1,0.0,neutral
atvs impact market,1,0.0,neutral
impact market ne,1,0.0,neutral
market ne years,1,0.0,neutral
ne years n,1,0.0,neutral
years n nview,1,0.0,neutral
worldpatientsafetyday union health,1,0.0,neutral
health minister launches,1,0.0,neutral
minister launches guidelines,1,0.0,neutral
launches guidelines schemes,1,0.0,neutral
guidelines schemes world,1,0.0,neutral
schemes world patient,1,0.0,neutral
world patient safety,1,0.0,neutral
patient safety day,1,0.0,neutral
safety day n,1,0.0,neutral
positivityrate f f,1,0.0,neutral
tests f n,1,0.0,neutral
n n newcases,1,0.0,neutral
thakur gabbar conversation,1,0.0,neutral
gabbar conversation time,1,0.0,neutral
conversation time covid,1,0.0,neutral
time covid n,1,0.0,neutral
n n rse,1,0.0,neutral
n rse memes,1,0.0,neutral
rse memes trendingnow,1,0.0,neutral
memes trendingnow saturdaythoughts,1,0.0,neutral
precautions covid suggested,1,0.0,neutral
india interest custome,1,0.0,neutral
covid vaccination mandatory,1,0.0,neutral
vaccination mandatory monday,1,0.0,neutral
mandatory monday public,1,0.0,neutral
monday public places,1,0.0,neutral
public places ahmedabad,1,0.0,neutral
considerations boosting covid,1,0.0,neutral
boosting covid vaccine,1,0.0,neutral
covid vaccine immune,1,0.0,neutral
vaccine immune responses,1,0.0,neutral
f total samples,1,0.0,neutral
total samples tested,1,0.0,neutral
samples tested covid,1,0.0,neutral
tested covid th,1,0.0,neutral
covid th september,1,0.0,neutral
th september samples,1,0.0,neutral
september samples te,1,0.0,neutral
received letter appreciation,1,0.0,neutral
letter appreciation hon,1,0.0,neutral
appreciation hon work,1,0.0,neutral
hon work covid,1,0.0,neutral
work covid pandemic,1,0.0,neutral
covid pandemic nwe,1,0.0,neutral
pandemic nwe thankfu,1,0.0,neutral
covid cases decline,1,0.0,neutral
cases decline dengue,1,0.0,neutral
decline dengue cases,1,0.0,neutral
dengue cases begun,1,0.0,neutral
cases begun crop,1,0.0,neutral
begun crop ludhiana,1,0.0,neutral
crop ludhiana n,1,0.0,neutral
ludhiana n n,1,0.0,neutral
n n reports,1,0.0,neutral
n reports n,1,0.0,neutral
businessnews gst council,1,0.0,neutral
council meet lucknow,1,0.0,neutral
meet lucknow friday,1,0.0,neutral
lucknow friday take,1,0.0,neutral
friday take decisions,1,0.0,neutral
take decisions issues,1,0.0,neutral
decisions issues related,1,0.0,neutral
issues related duty,1,0.0,neutral
related duty revision,1,0.0,neutral
upcoming trends technologies,1,0.0,neutral
trends technologies baggage,1,0.0,neutral
technologies baggage handling,1,0.0,neutral
baggage handling system,1,0.0,neutral
handling system market,1,0.0,neutral
disability acts india,1,0.0,neutral
acts india part,1,0.0,neutral
india part f,1,0.0,neutral
part f f,1,0.0,neutral
f f occupationaltherapy,1,0.0,neutral
f occupationaltherapy physiotherapy,1,0.0,neutral
telangana vaccinated lakh,1,0.0,neutral
vaccinated lakh people,1,0.0,neutral
lakh people today,1,0.0,neutral
people today covid,1,0.0,neutral
today covid nmajor,1,0.0,neutral
covid nmajor boost,1,0.0,neutral
nmajor boost second,1,0.0,neutral
boost second dose,1,0.0,neutral
second dose administration,1,0.0,neutral
us fda pfizer,1,0.0,neutral
fda pfizer booster,1,0.0,neutral
pfizer booster shots,1,0.0,neutral
booster shots approved,1,0.0,neutral
shots approved people,1,0.0,neutral
approved people n,1,0.0,neutral
n covid boostershot,1,0.0,neutral
covid boostershot usfda,1,0.0,neutral
reminder us uk,1,0.0,neutral
us uk israel,1,0.0,neutral
uk israel wait,1,0.0,neutral
israel wait pm,1,0.0,neutral
wait pm birthday,1,0.0,neutral
pm birthday vaccinate,1,0.0,neutral
birthday vaccinate citizens,1,0.0,neutral
vaccinate citizens save,1,0.0,neutral
citizens save lives,1,0.0,neutral
record crore vaccinations,1,0.0,neutral
crore vaccinations day,1,0.0,neutral
vaccinations day n,1,0.0,neutral
gstcouncil meet friday,1,0.0,neutral
meet friday rate,1,0.0,neutral
friday rate review,1,0.0,neutral
rate review tax,1,0.0,neutral
review tax concession,1,0.0,neutral
tax concession covid,1,0.0,neutral
concession covid drugs,1,0.0,neutral
covid drugs cards,1,0.0,neutral
drugs cards n,1,0.0,neutral
cards n nread,1,0.0,neutral
attempt achieve vaccination,1,0.0,neutral
achieve vaccination puducherry,1,0.0,neutral
vaccination puducherry october,1,0.0,neutral
puducherry october lt,1,0.0,neutral
october lt governor,1,0.0,neutral
lt governor dr,1,0.0,neutral
governor dr tamilisai,1,0.0,neutral
dr tamilisai soundararajan,1,0.0,neutral
tamilisai soundararajan th,1,0.0,neutral
india sets world,1,0.0,neutral
sets world record,1,0.0,neutral
world record cr,1,0.0,neutral
record cr jabs,1,0.0,neutral
cr jabs day,1,0.0,neutral
jabs day n,1,0.0,neutral
n india covid,1,0.0,neutral
india covid pandemic,1,0.0,neutral
covid pandemic worldrecord,1,0.0,neutral
pandemic worldrecord awazthevoice,1,0.0,neutral
worldrecord awazthevoice india,1,0.0,neutral
list vaccination centres,1,0.0,neutral
vaccination centres slot,1,0.0,neutral
centres slot booking,1,0.0,neutral
slot booking ranchi,1,0.0,neutral
booking ranchi urban,1,0.0,neutral
ranchi urban walk,1,0.0,neutral
urban walk centres,1,0.0,neutral
walk centres ranchi,1,0.0,neutral
centres ranchi rural,1,0.0,neutral
ranchi rural sund,1,0.0,neutral
bjphealthvolunteer took nd,1,0.0,neutral
took nd dose,1,0.0,neutral
nd dose covid,1,0.0,neutral
dose covid vaccine,1,0.0,neutral
covid vaccine amp,1,0.0,neutral
vaccine amp encouraged,1,0.0,neutral
amp encouraged others,1,0.0,neutral
encouraged others take,1,0.0,neutral
others take vaccine,1,0.0,neutral
take vaccine dedicated,1,0.0,neutral
vaccine dedicated thi,1,0.0,neutral
whoever asking test,1,0.0,neutral
asking test must,1,0.0,neutral
test must asked,1,0.0,neutral
must asked prove,1,0.0,neutral
asked prove covid,1,0.0,neutral
prove covid tested,1,0.0,neutral
covid tested using,1,0.0,neutral
tested using method,1,0.0,neutral
using method including,1,0.0,neutral
method including sha,1,0.0,neutral
coronavirusupdates n n,1,0.0,neutral
n f dtotal,1,0.0,neutral
f dtotal covid,1,0.0,neutral
dtotal covid cases,1,0.0,neutral
cases india september,1,0.0,neutral
india september n,1,0.0,neutral
n n cured,1,0.0,neutral
n cured discharged,1,0.0,neutral
cured discharged migrated,1,0.0,neutral
genocide using bio,1,0.0,neutral
using bio warfare,1,0.0,neutral
bio warfare weapon,1,0.0,neutral
warfare weapon covid,1,0.0,neutral
weapon covid injections,1,0.0,neutral
covid injections enough,1,0.0,neutral
injections enough gen,1,0.0,neutral
largestvaccinationdrive n india,1,0.0,neutral
india n indiacovid,1,0.0,neutral
n indiacovid n,1,0.0,neutral
indiacovid n vaccination,1,0.0,neutral
vaccination n covid,1,0.0,neutral
n covid njust,1,0.0,neutral
covid njust n,1,0.0,neutral
njust n nvaccination,1,0.0,neutral
n nvaccination india,1,0.0,neutral
nvaccination india today,1,0.0,neutral
india today nat,1,0.0,neutral
filly vaccinated covid,1,0.0,neutral
vaccinated covid without,1,0.0,neutral
covid without selfie,1,0.0,neutral
without selfie wondering,1,0.0,neutral
selfie wondering without,1,0.0,neutral
wondering without selfie,1,0.0,neutral
without selfie whether,1,0.0,neutral
selfie whether work,1,0.0,neutral
whether work covid,1,0.0,neutral
work covid vaccinated,1,0.0,neutral
india completed today,1,0.0,neutral
completed today crs,1,0.0,neutral
today crs vaccination,1,0.0,neutral
crs vaccination target,1,0.0,neutral
vaccination target n,1,0.0,neutral
target n n,1,0.0,neutral
n thankyoumodiji congratulationsindia,1,0.0,neutral
thankyoumodiji congratulationsindia n,1,0.0,neutral
congratulationsindia n cowin,1,0.0,neutral
covid beatingretreat ceremony,1,0.0,neutral
beatingretreat ceremony resumes,1,0.0,neutral
ceremony resumes attariwagahborder,1,0.0,neutral
resumes attariwagahborder n,1,0.0,neutral
attariwagahborder n n,1,0.0,neutral
n n attari,1,0.0,neutral
n attari n,1,0.0,neutral
attari n wagahborder,1,0.0,neutral
n wagahborder n,1,0.0,neutral
wagahborder n amritsar,1,0.0,neutral
n amritsar n,1,0.0,neutral
million doses administered,1,0.0,neutral
doses administered one,1,0.0,neutral
administered one day,1,0.0,neutral
one day still,1,0.0,neutral
day still counting,1,0.0,neutral
still counting n,1,0.0,neutral
n n vaccination,1,0.0,neutral
n vaccination covid,1,0.0,neutral
india growing child,1,0.0,neutral
growing child labour,1,0.0,neutral
child labour set,1,0.0,neutral
labour set global,1,0.0,neutral
set global crisis,1,0.0,neutral
global crisis jun,1,0.0,neutral
crisis jun ilo,1,0.0,neutral
jun ilo amp,1,0.0,neutral
ilo amp unicef,1,0.0,neutral
amp unicef report,1,0.0,neutral
unicef report said,1,0.0,neutral
report said global,1,0.0,neutral
said global progress,1,0.0,neutral
global progress agains,1,0.0,neutral
congratulations f e,1,0.0,neutral
f e n,1,0.0,neutral
e n n,1,0.0,neutral
rate india cross,1,0.0,neutral
india cross million,1,0.0,neutral
cross million covid,1,0.0,neutral
million covid vaccinations,1,0.0,neutral
covid vaccinations today,1,0.0,neutral
vaccinations today evening,1,0.0,neutral
today evening million,1,0.0,neutral
evening million already,1,0.0,neutral
million already done,1,0.0,neutral
saying cevent congress,1,0.0,neutral
cevent congress leader,1,0.0,neutral
congress leader rahulgandhi,1,0.0,neutral
leader rahulgandhi took,1,0.0,neutral
rahulgandhi took jibe,1,0.0,neutral
took jibe centre,1,0.0,neutral
jibe centre decline,1,0.0,neutral
centre decline num,1,0.0,neutral
total cases dea,1,0.0,neutral
lifecell mesocel gets,1,0.0,neutral
mesocel gets dcgi,1,0.0,neutral
gets dcgi nod,1,0.0,neutral
dcgi nod clinical,1,0.0,neutral
nod clinical trial,1,0.0,neutral
clinical trial therapy,1,0.0,neutral
trial therapy treat,1,0.0,neutral
therapy treat patients,1,0.0,neutral
treat patients moderate,1,0.0,neutral
patients moderate severe,1,0.0,neutral
moderate severe covid,1,0.0,neutral
finally got fully,1,0.0,neutral
got fully vaccinated,1,0.0,neutral
fully vaccinated nd,1,0.0,neutral
vaccinated nd dose,1,0.0,neutral
nd dose covishield,1,0.0,neutral
dose covishield c,1,0.0,neutral
covishield c c,1,0.0,neutral
f n ni,1,0.0,neutral
n ni want,1,0.0,neutral
ni want thank,1,0.0,neutral
want thank government,1,0.0,neutral
thank government india,1,0.0,neutral
government india running,1,0.0,neutral
crickettwitter ipl pakvsnz,1,0.0,neutral
ipl pakvsnz covid,1,0.0,neutral
matured relationship tags,1,0.0,neutral
relationship tags bio,1,0.0,neutral
tags bio calls,1,0.0,neutral
bio calls nd,1,0.0,neutral
calls nd te,1,0.0,neutral
nd te n,1,0.0,neutral
te n n,1,0.0,neutral
n covid congress,1,0.0,neutral
covid congress trending,1,0.0,neutral
yesterday f e,1,0.0,neutral
e f administered,1,0.0,neutral
f administered record,1,0.0,neutral
administered record th,1,0.0,neutral
record th covid,1,0.0,neutral
th covid vaccine,1,0.0,neutral
vaccine doses given,1,0.0,neutral
doses given worldwide,1,0.0,neutral
given worldwide n,1,0.0,neutral
worldwide n neverything,1,0.0,neutral
n neverything poss,1,0.0,neutral
happybirthdaymodiji bjp rss,1,0.0,neutral
bjp rss prabhas,1,0.0,neutral
rss prabhas fans,1,0.0,neutral
prabhas fans prabhas,1,0.0,neutral
got nd dose,1,0.0,neutral
nd dose corona,1,0.0,neutral
dose corona vaccine,1,0.0,neutral
corona vaccine today,1,0.0,neutral
vaccine today urge,1,0.0,neutral
today urge turn,1,0.0,neutral
urge turn comes,1,0.0,neutral
turn comes remember,1,0.0,neutral
comes remember rules,1,0.0,neutral
remember rules change,1,0.0,neutral
rules change even,1,0.0,neutral
change even vaccinat,1,0.0,neutral
congratulations doctors paramedics,1,0.0,neutral
doctors paramedics nurses,1,0.0,neutral
paramedics nurses support,1,0.0,neutral
nurses support staff,1,0.0,neutral
support staff administering,1,0.0,neutral
staff administering crore,1,0.0,neutral
administering crore million,1,0.0,neutral
doubt remember everyone,1,0.0,neutral
remember everyone doubt,1,0.0,neutral
everyone doubt seeing,1,0.0,neutral
doubt seeing similarity,1,0.0,neutral
seeing similarity remove,1,0.0,neutral
similarity remove fear,1,0.0,neutral
workspace metaverse zoom,1,0.0,neutral
metaverse zoom burnout,1,0.0,neutral
zoom burnout ncompanies,1,0.0,neutral
burnout ncompanies co,1,0.0,neutral
ncompanies co working,1,0.0,neutral
co working metaverse,1,0.0,neutral
working metaverse n,1,0.0,neutral
mumbaiindians take chennaisuperkings,1,0.0,neutral
take chennaisuperkings crunch,1,0.0,neutral
chennaisuperkings crunch clash,1,0.0,neutral
crunch clash dubai,1,0.0,neutral
clash dubai sunday,1,0.0,neutral
dubai sunday mark,1,0.0,neutral
sunday mark resumption,1,0.0,neutral
mark resumption ipl,1,0.0,neutral
mizoram think tank,1,0.0,neutral
think tank indian,1,0.0,neutral
tank indian government,1,0.0,neutral
indian government national,1,0.0,neutral
government national institution,1,0.0,neutral
national institution transforming,1,0.0,neutral
institution transforming india,1,0.0,neutral
transforming india niti,1,0.0,neutral
india niti aayog,1,0.0,neutral
niti aayog informed,1,0.0,neutral
gstcouncil chaired union,1,0.0,neutral
chaired union finance,1,0.0,neutral
finance minister meet,1,0.0,neutral
minister meet friday,1,0.0,neutral
meet friday discuss,1,0.0,neutral
friday discuss several,1,0.0,neutral
discuss several key,1,0.0,neutral
several key issues,1,0.0,neutral
people courageous enter,1,0.0,neutral
courageous enter outbreak,1,0.0,neutral
enter outbreak stricken,1,0.0,neutral
outbreak stricken areas,1,0.0,neutral
stricken areas quarantine,1,0.0,neutral
areas quarantine centers,1,0.0,neutral
quarantine centers hospitals,1,0.0,neutral
centers hospitals serve,1,0.0,neutral
hospitals serve pan,1,0.0,neutral
ludhiana e els,1,0.0,neutral
e els covid,1,0.0,neutral
els covid tests,1,0.0,neutral
covid tests punja,1,0.0,neutral
tests punja confirms,1,0.0,neutral
punja confirms n,1,0.0,neutral
confirms n nconducts,1,0.0,neutral
n nconducts tests,1,0.0,neutral
nconducts tests last,1,0.0,neutral
tests last days,1,0.0,neutral
westbengal kolkata states,1,0.0,neutral
kolkata states india,1,0.0,neutral
states india fever,1,0.0,neutral
india fever child,1,0.0,neutral
fever child se,1,0.0,neutral
yesterday india gave,1,0.0,neutral
gave cr covid,1,0.0,neutral
cr covid vaccines,1,0.0,neutral
covid vaccines citizens,1,0.0,neutral
vaccines citizens mark,1,0.0,neutral
citizens mark day,1,0.0,neutral
mark day narendramodi,1,0.0,neutral
day narendramodi matla,1,0.0,neutral
narendramodi matla ek,1,0.0,neutral
matla ek insan,1,0.0,neutral
delegation led praised,1,0.0,neutral
led praised handling,1,0.0,neutral
praised handling covid,1,0.0,neutral
handling covid outbreak,1,0.0,neutral
covid outbreak amp,1,0.0,neutral
national nagaland hornbill,1,0.0,neutral
nagaland hornbill festival,1,0.0,neutral
hornbill festival likely,1,0.0,neutral
festival likely held,1,0.0,neutral
likely held covid,1,0.0,neutral
held covid situation,1,0.0,neutral
covid situation remains,1,0.0,neutral
situation remains control,1,0.0,neutral
remains control n,1,0.0,neutral
control n nagaland,1,0.0,neutral
visited tikautsav vaccination,1,0.0,neutral
tikautsav vaccination centres,1,0.0,neutral
vaccination centres nasnoda,1,0.0,neutral
centres nasnoda panchayat,1,0.0,neutral
nasnoda panchayat aldona,1,0.0,neutral
panchayat aldona constituency,1,0.0,neutral
aldona constituency amp,1,0.0,neutral
constituency amp reis,1,0.0,neutral
amp reis magos,1,0.0,neutral
reis magos panchaya,1,0.0,neutral
surgery n npentaiah,1,0.0,neutral
n npentaiah n,1,0.0,neutral
npentaiah n units,1,0.0,neutral
blood needed nnims,1,0.0,neutral
needed nnims hospital,1,0.0,neutral
nnims hospital panjagutta,1,0.0,neutral
hospital panjagutta n,1,0.0,neutral
panjagutta n n,1,0.0,neutral
sep nfees nsanjeevini,1,0.0,neutral
sep tamilnadu covid,1,0.0,neutral
tamilnadu covid update,1,0.0,neutral
n ncrr f,1,0.0,neutral
ncrr f f,1,0.0,neutral
f f cfr,1,0.0,neutral
umar indiafightscorona f,1,0.0,neutral
facebookdown purged accounts,1,0.0,neutral
purged accounts groups,1,0.0,neutral
accounts groups german,1,0.0,neutral
groups german anti,1,0.0,neutral
german anti covid,1,0.0,neutral
anti covid restrictions,1,0.0,neutral
covid restrictions movement,1,0.0,neutral
rather thinking binaries,1,0.0,neutral
thinking binaries school,1,0.0,neutral
binaries school closure,1,0.0,neutral
school closure reopening,1,0.0,neutral
closure reopening singapore,1,0.0,neutral
reopening singapore government,1,0.0,neutral
singapore government took,1,0.0,neutral
government took nuanced,1,0.0,neutral
took nuanced app,1,0.0,neutral
uttarpradesh government rela,1,0.0,neutral
government rela lockdown,1,0.0,neutral
rela lockdown norms,1,0.0,neutral
lockdown norms sunday,1,0.0,neutral
norms sunday allowing,1,0.0,neutral
sunday allowing mum,1,0.0,neutral
allowing mum people,1,0.0,neutral
mum people gather,1,0.0,neutral
yet pretend response,1,0.0,neutral
pretend response covid,1,0.0,neutral
response covid based,1,0.0,neutral
covid based science,1,0.0,neutral
soap water sanitizers,1,0.0,neutral
water sanitizers n,1,0.0,neutral
sanitizers n n,1,0.0,neutral
n n staysafe,1,0.0,neutral
n staysafe stayhealthy,1,0.0,neutral
staysafe stayhealthy n,1,0.0,neutral
stayhealthy n nalways,1,0.0,neutral
n nalways wear,1,0.0,neutral
nalways wear masks,1,0.0,neutral
wear masks amp,1,0.0,neutral
masks amp use,1,0.0,neutral
amp use sanitize,1,0.0,neutral
n n haryana,1,0.0,neutral
n haryana schools,1,0.0,neutral
haryana schools education,1,0.0,neutral
schools education students,1,0.0,neutral
time n uk,1,0.0,neutral
n uk us,1,0.0,neutral
uk us australia,1,0.0,neutral
us australia france,1,0.0,neutral
australia france china,1,0.0,neutral
crores finally world,1,0.0,neutral
finally world record,1,0.0,neutral
world record truest,1,0.0,neutral
record truest sense,1,0.0,neutral
truest sense heartiest,1,0.0,neutral
sense heartiest congratulations,1,0.0,neutral
heartiest congratulations heath,1,0.0,neutral
congratulations heath worke,1,0.0,neutral
covid vaccination f,1,0.0,neutral
vaccination f milestone,1,0.0,neutral
f milestone billion,1,0.0,neutral
milestone billion doses,1,0.0,neutral
billion doses administered,1,0.0,neutral
doses administered countries,1,0.0,neutral
administered countries n,1,0.0,neutral
countries n ncheck,1,0.0,neutral
n ncheck dashboard,1,0.0,neutral
ncheck dashboard f,1,0.0,neutral
dashboard f f,1,0.0,neutral
travel agencies online,1,0.0,neutral
agencies online tourism,1,0.0,neutral
online tourism companies,1,0.0,neutral
tourism companies china,1,0.0,neutral
companies china asked,1,0.0,neutral
china asked immediately,1,0.0,neutral
asked immediately suspend,1,0.0,neutral
immediately suspend trans,1,0.0,neutral
suspend trans provincial,1,0.0,neutral
trans provincial gro,1,0.0,neutral
updates missed days,1,0.0,neutral
missed days nvisit,1,0.0,neutral
days nvisit us,1,0.0,neutral
nvisit us n,1,0.0,neutral
us n n,1,0.0,neutral
listen dr shashank,1,0.0,neutral
dr shashank shah,1,0.0,neutral
shashank shah featured,1,0.0,neutral
shah featured ndtv,1,0.0,neutral
featured ndtv obesity,1,0.0,neutral
ndtv obesity diabetes,1,0.0,neutral
obesity diabetes affecting,1,0.0,neutral
diabetes affecting covid,1,0.0,neutral
affecting covid deaths,1,0.0,neutral
zero covid cases,1,0.0,neutral
covid cases koraput,1,0.0,neutral
cases koraput today,1,0.0,neutral
koraput today n,1,0.0,neutral
today n staysafe,1,0.0,neutral
therein lies problem,1,0.0,neutral
lies problem nmedia,1,0.0,neutral
problem nmedia may,1,0.0,neutral
nmedia may hv,1,0.0,neutral
may hv beamed,1,0.0,neutral
hv beamed everything,1,0.0,neutral
beamed everything memories,1,0.0,neutral
everything memories deaths,1,0.0,neutral
vaccinationdrive covid f,1,0.0,neutral
f f via,1,0.0,neutral
f via fb,1,0.0,neutral
nfees nunity lif,1,0.0,neutral
sep nfees nneighbour,1,0.0,neutral
f aupdate covid,1,0.0,neutral
aupdate covid vaccine,1,0.0,neutral
n f amore,1,0.0,neutral
f amore crore,1,0.0,neutral
amore crore vaccine,1,0.0,neutral
given metros way,1,0.0,neutral
metros way covid,1,0.0,neutral
way covid vaccinated,1,0.0,neutral
covid vaccinated st,1,0.0,neutral
vaccinated st dose,1,0.0,neutral
st dose indian,1,0.0,neutral
dose indian government,1,0.0,neutral
indian government opening,1,0.0,neutral
learn solarsytem publish,1,0.0,neutral
solarsytem publish application,1,0.0,neutral
publish application ios,1,0.0,neutral
application ios android,1,0.0,neutral
ios android augmentedreality,1,0.0,neutral
android augmentedreality feature,1,0.0,neutral
augmentedreality feature n,1,0.0,neutral
feature n ncheckout,1,0.0,neutral
breaking mauritius ex,1,0.0,neutral
mauritius ex pm,1,0.0,neutral
ex pm navinchandra,1,0.0,neutral
pm navinchandra ramgoolam,1,0.0,neutral
navinchandra ramgoolam shifted,1,0.0,neutral
ramgoolam shifted private,1,0.0,neutral
ward aiims turning,1,0.0,neutral
total number covidvaccine,1,0.0,neutral
number covidvaccine doses,1,0.0,neutral
covidvaccine doses administered,1,0.0,neutral
administered india crossed,1,0.0,neutral
india crossed crore,1,0.0,neutral
crossed crore covid,1,0.0,neutral
crore covid coronavirus,1,0.0,neutral
nfees nfortis ho,1,0.0,neutral
activecases f c,1,0.0,neutral
n dayavg c,1,0.0,neutral
nfees nunited h,1,0.0,neutral
made everyone cry,1,0.0,neutral
everyone cry n,1,0.0,neutral
cry n nespecially,1,0.0,neutral
n nespecially vk,1,0.0,neutral
nespecially vk fans,1,0.0,neutral
vk fans n,1,0.0,neutral
fans n n,1,0.0,neutral
n n pakvsnz,1,0.0,neutral
n pakvsnz viratkohli,1,0.0,neutral
pakvsnz viratkohli appleevent,1,0.0,neutral
viratkohli appleevent covid,1,0.0,neutral
appleevent covid bigbrother,1,0.0,neutral
nfees nagadi hos,1,0.0,neutral
national centre e,1,0.0,neutral
centre e ends,1,0.0,neutral
e ends aadhaar,1,0.0,neutral
ends aadhaar pan,1,0.0,neutral
aadhaar pan linking,1,0.0,neutral
pan linking deadline,1,0.0,neutral
linking deadline till,1,0.0,neutral
deadline till march,1,0.0,neutral
till march n,1,0.0,neutral
march n centre,1,0.0,neutral
n centre aadhaarpan,1,0.0,neutral
centre aadhaarpan incometa,1,0.0,neutral
aadhaarpan incometa ept,1,0.0,neutral
f cr vaccine,1,0.0,neutral
f cr dose,1,0.0,neutral
c f c,1,0.0,neutral
n n households,1,0.0,neutral
n households either,1,0.0,neutral
households either increased,1,0.0,neutral
either increased e,1,0.0,neutral
increased e enditures,1,0.0,neutral
e enditures health,1,0.0,neutral
enditures health rest,1,0.0,neutral
health rest chose,1,0.0,neutral
publicity claim vaccination,1,0.0,neutral
claim vaccination precursor,1,0.0,neutral
vaccination precursor opening,1,0.0,neutral
precursor opening casinos,1,0.0,neutral
opening casinos source,1,0.0,neutral
casinos source election,1,0.0,neutral
source election f,1,0.0,neutral
million doses nludhiana,1,0.0,neutral
doses nludhiana beca,1,0.0,neutral
second mega tn,1,0.0,neutral
vaccination camps places,1,0.0,neutral
camps places amp,1,0.0,neutral
places amp trichy,1,0.0,neutral
