trigram,repetation,polarity,sentiment
bangladesh sc issued,1,0.0,neutral
sc issued notice,1,0.0,neutral
issued notice close,1,0.0,neutral
notice close educational,1,0.25,positive
close educational institutions,1,0.25,positive
educational institutions order,1,0.25,positive
institutions order taking,1,0.0,neutral
order taking online,1,0.0,neutral
taking online classes,1,0.0,neutral
study findings point,1,0.0,neutral
findings point challenges,1,0.0,neutral
point challenges organisational,1,0.0,neutral
challenges organisational level,1,0.0,neutral
organisational level reflected,1,0.0,neutral
level reflected major,1,0.0625,positive
reflected major changes,1,0.0625,positive
major changes w,1,0.0625,positive
covid highlighted importance,1,0.0,neutral
highlighted importance good,1,0.7,positive
importance good hygiene,1,0.7,positive
good hygiene still,1,0.7,positive
hygiene still ignoring,1,0.0,neutral
still ignoring basic,1,0.0,neutral
ignoring basic guidelines,1,0.0,neutral
basic guidelines around,1,0.0,neutral
guidelines around sani,1,0.0,neutral
today special vaccination,1,0.35714285714285715,positive
special vaccination drive,1,0.35714285714285715,positive
vaccination drive organised,1,0.0,neutral
drive organised across,1,0.0,neutral
organised across mumbai,1,0.0,neutral
across mumbai women,1,0.0,neutral
mumbai women ensuring,1,0.0,neutral
women ensuring gender,1,0.0,neutral
ensuring gender equity,1,0.0,neutral
gender equity v,1,0.0,neutral
fight covid covidvaccine,1,0.0,neutral
covid covidvaccine akin,1,0.0,neutral
covidvaccine akin revolution,1,0.0,neutral
akin revolution thanks,1,0.2,positive
revolution thanks brillia,1,0.2,positive
whole world india,1,0.2,positive
world india nation,1,0.0,neutral
india nation made,1,0.0,neutral
nation made even,1,0.0,neutral
made even pandemic,1,0.0,neutral
even pandemic covid,1,0.0,neutral
pandemic covid proportion,1,0.0,neutral
covid proportion pr,1,0.0,neutral
proportion pr amp,1,0.0,neutral
unless new variant,1,0.13636363636363635,positive
new variant third,1,0.06818181818181818,positive
variant third wave,1,0.0,neutral
third wave size,1,0.0,neutral
wave size consequences,1,0.0,neutral
size consequences saw,1,0.0,neutral
consequences saw secon,1,0.0,neutral
india naysayers busy,1,0.1,positive
naysayers busy defaming,1,0.1,positive
busy defaming nation,1,0.1,positive
defaming nation efforts,1,0.0,neutral
nation efforts india,1,0.0,neutral
efforts india stood,1,0.0,neutral
india stood c,1,0.0,neutral
people testing positive,1,0.22727272727272727,positive
positive covid india,1,0.22727272727272727,positive
covid india active,1,-0.13333333333333333,negative
india active cases,1,-0.13333333333333333,negative
active cases stand,1,-0.13333333333333333,negative
cases stand according,1,0.0,neutral
stand according uni,1,0.0,neutral
new marketing trends,1,0.13636363636363635,positive
marketing trends suggest,1,0.0,neutral
trends suggest future,1,0.0,neutral
suggest future marketing,1,0.0,neutral
future marketing needs,1,0.0,neutral
marketing needs inclusive,1,0.0,neutral
needs inclusive diverse,1,0.0,neutral
inclusive diverse connected,1,0.0,neutral
crore covid vaccines,1,0.0,neutral
covid vaccines far,1,0.1,positive
vaccines far n,1,0.1,positive
far n covid,1,0.1,positive
n covid vaccination,1,0.0,neutral
covid appeals court,1,0.0,neutral
appeals court backs,1,0.0,neutral
court backs florida,1,0.0,neutral
backs florida ban,1,0.0,neutral
florida ban school,1,0.0,neutral
ban school mask,1,0.0,neutral
school mask mandates,1,0.0,neutral
mask mandates high,1,0.16,positive
mandates high time,1,0.16,positive
high time must,1,0.16,positive
time must end,1,0.0,neutral
early morning hosp,1,0.1,positive
morning hosp starting,1,0.0,neutral
hosp starting opd,1,0.0,neutral
starting opd today,1,0.0,neutral
opd today nearly,1,0.1,positive
today nearly month,1,0.1,positive
nearly month thank,1,0.1,positive
month thank good,1,0.7,positive
thank good wishes,1,0.7,positive
good wishes hav,1,0.7,positive
andhra pradesh reports,1,0.0,neutral
pradesh reports new,1,0.13636363636363635,positive
daily covid vaccination,1,0.0,neutral
covid vaccination dose,1,0.0,neutral
vaccination dose already,1,0.0,neutral
dose already cr,1,0.0,neutral
already cr pm,1,0.0,neutral
cr pm today,1,0.0,neutral
pm today gonna,1,0.0,neutral
today gonna record,1,0.0,neutral
gonna record high,1,0.16,positive
record high today,1,0.16,positive
high today n,1,0.16,positive
today n nan,1,0.0,neutral
n nan awesome,1,1.0,positive
nan awesome feat,1,1.0,positive
thank recognition young,1,0.1,positive
recognition young achiever,1,0.1,positive
young achiever year,1,0.1,positive
achiever year social,1,0.03333333333333333,positive
year social service,1,0.03333333333333333,positive
social service n,1,0.03333333333333333,positive
service n n,1,0.0,neutral
india crossed crore,1,0.0,neutral
crore vaccination mark,1,0.0,neutral
vaccination mark far,1,0.1,positive
mark far today,1,0.1,positive
far today final,1,0.05,positive
today final tally,1,0.0,neutral
final tally e,1,0.0,neutral
tally e ected,1,0.0,neutral
e ected day,1,0.0,neutral
ected day crores,1,0.0,neutral
jharkhand covid guidelines,1,0.0,neutral
covid guidelines right,1,0.2857142857142857,positive
guidelines right atleast,1,0.2857142857142857,positive
right atleast appear,1,0.2857142857142857,positive
atleast appear picture,1,0.0,neutral
appear picture cm,1,0.0,neutral
million reading right,1,0.2857142857142857,positive
reading right india,1,0.2857142857142857,positive
right india covid,1,0.2857142857142857,positive
weekend styling something,1,0.0,neutral
styling something creative,1,0.5,positive
something creative amp,1,0.5,positive
creative amp different,1,0.25,positive
amp different mundane,1,-0.08333333333333333,negative
different mundane weekdays,1,-0.08333333333333333,negative
mundane weekdays n,1,-0.16666666666666666,negative
weekdays n weekend,1,0.0,neutral
n weekend styling,1,0.0,neutral
weekend styling stylingtips,1,0.0,neutral
styling stylingtips menswear,1,0.0,neutral
kerala reports new,1,0.13636363636363635,positive
new covid infections,1,0.13636363636363635,positive
nactive cases ntot,1,0.0,neutral
according new study,1,0.13636363636363635,positive
new study wearing,1,0.13636363636363635,positive
study wearing face,1,0.0,neutral
wearing face masks,1,0.0,neutral
face masks e,1,0.0,neutral
masks e rcise,1,0.0,neutral
e rcise significantly,1,0.375,positive
rcise significantly raise,1,0.375,positive
significantly raise body,1,0.375,positive
raise body temperature,1,0.0,neutral
front tin caniste,1,0.0,neutral
smart app mobile,1,0.21428571428571427,positive
app mobile salon,1,0.0,neutral
mobile salon app,1,0.0,neutral
salon app works,1,0.0,neutral
app works medium,1,0.0,neutral
works medium beauticians,1,0.0,neutral
medium beauticians stylists,1,0.0,neutral
beauticians stylists rtheir,1,0.0,neutral
stylists rtheir customers,1,0.0,neutral
rtheir customers using,1,0.0,neutral
english communication becoming,1,0.225,positive
communication becoming norm,1,0.45,positive
becoming norm remote,1,0.175,positive
norm remote working,1,-0.1,negative
remote working n,1,-0.1,negative
working n nwatch,1,0.0,neutral
wow amazing n,1,0.35000000000000003,positive
amazing n n,1,0.6000000000000001,positive
successful vaccination drive,1,0.75,positive
vaccination drive testimonial,1,0.0,neutral
drive testimonial one,1,0.0,neutral
testimonial one beneficiaries,1,0.0,neutral
covid mizoram reports,1,0.0,neutral
mizoram reports fresh,1,0.3,positive
reports fresh infections,1,0.3,positive
fresh infections deaths,1,0.3,positive
infections deaths active,1,-0.13333333333333333,negative
deaths active cases,1,-0.13333333333333333,negative
modihaitohmumkinhai nindians wishes,1,0.0,neutral
nindians wishes ji,1,0.0,neutral
wishes ji happy,1,0.8,positive
ji happy birthday,1,0.8,positive
happy birthday amp,1,0.8,positive
birthday amp administrates,1,0.0,neutral
amp administrates crore,1,0.0,neutral
administrates crore vaccines,1,0.0,neutral
show world healthy,1,0.5,positive
world healthy face,1,0.5,positive
healthy face n,1,0.5,positive
face n nuse,1,0.0,neutral
n nuse deto,1,0.0,neutral
nuse deto fying,1,0.0,neutral
deto fying face,1,0.0,neutral
fying face amp,1,0.0,neutral
face amp body,1,0.0,neutral
amp body cleaning,1,0.0,neutral
body cleaning scru,1,0.0,neutral
cleaning scru gel,1,0.0,neutral
scru gel health,1,0.0,neutral
cases recoveries zero,1,0.0,neutral
recoveries zero deaths,1,0.0,neutral
zero deaths last,1,0.0,neutral
daily covid cases,1,0.0,neutral
covid cases increase,1,0.0,neutral
cases increase thursday,1,0.0,neutral
increase thursday new,1,0.13636363636363635,positive
thursday new cases,1,0.13636363636363635,positive
cases reported wednesday,1,0.0,neutral
reported wednesday deaths,1,0.0,neutral
maharashtra active case,1,-0.13333333333333333,negative
active case tally,1,-0.13333333333333333,negative
case tally rose,1,0.6,positive
tally rose slightly,1,0.21666666666666667,positive
rose slightly sept,1,0.21666666666666667,positive
slightly sept new,1,-0.015151515151515152,negative
sept new covid,1,0.13636363636363635,positive
covid cases recoverie,1,0.0,neutral
many people turning,1,0.5,positive
people turning nd,1,0.0,neutral
turning nd covid,1,0.0,neutral
nd covid ja,1,0.0,neutral
covid ja odisha,1,0.0,neutral
ja odisha official,1,0.0,neutral
odisha official n,1,0.0,neutral
official n n,1,0.0,neutral
n n odisha,1,0.0,neutral
n odisha odishanews,1,0.0,neutral
odisha odishanews covid,1,0.0,neutral
odishanews covid covidpandemic,1,0.0,neutral
find perfect face,1,1.0,positive
perfect face mask,1,1.0,positive
face mask n,1,0.0,neutral
mask n facemask,1,0.0,neutral
n facemask mask,1,0.0,neutral
facemask mask skin,1,0.0,neutral
mask skin skincare,1,0.0,neutral
skin skincare healthyskin,1,0.0,neutral
world largest vaccination,1,0.0,neutral
largest vaccination drive,1,0.0,neutral
vaccination drive full,1,0.35,positive
drive full swing,1,0.35,positive
full swing n,1,0.35,positive
swing n nindia,1,0.0,neutral
n nindia administers,1,0.0,neutral
nindia administers cr,1,0.0,neutral
administers cr million,1,0.0,neutral
hours per health,1,0.0,neutral
per health ministry,1,0.0,neutral
huge professionals france,1,0.4000000000000001,positive
professionals france know,1,0.0,neutral
france know something,1,0.0,neutral
know something covid,1,0.0,neutral
something covid vaccines,1,0.0,neutral
covid vaccines willing,1,0.25,positive
vaccines willing risk,1,0.25,positive
covid india logs,1,0.0,neutral
logs new cases,1,0.13636363636363635,positive
n covid coronavirus,1,0.0,neutral
covid coronavirus india,1,0.0,neutral
coronavirus india india,1,0.0,neutral
india india n,1,0.0,neutral
uttar pradesh india,1,0.0,neutral
pradesh india districts,1,0.0,neutral
india districts covid,1,0.0,neutral
districts covid free,1,0.4,positive
covid free recovery,1,0.4,positive
free recovery rate,1,0.4,positive
far india n,1,0.1,positive
india n nthe,1,0.0,neutral
n nthe govt,1,0.0,neutral
nthe govt planning,1,0.0,neutral
govt planning administer,1,0.0,neutral
planning administer cr,1,0.0,neutral
every time find,1,0.0,neutral
time find humour,1,0.0,neutral
find humour difficult,1,-0.5,negative
humour difficult situation,1,-0.5,negative
difficult situation win,1,0.15000000000000002,positive
situation win keep,1,0.8,positive
win keep smiling,1,0.8,positive
keep smiling smita,1,0.0,neutral
smiling smita smiling,1,0.0,neutral
smita smiling shukravaar,1,0.0,neutral
smiling shukravaar n,1,0.0,neutral
shukravaar n f,1,0.0,neutral
f f bs,1,0.0,neutral
f f cleanliness,1,0.0,neutral
f cleanliness n,1,0.0,neutral
cleanliness n f,1,0.0,neutral
f f vaccination,1,0.0,neutral
f vaccination n,1,0.0,neutral
vaccination n f,1,0.0,neutral
f f strictness,1,0.0,neutral
f strictness nwill,1,0.0,neutral
strictness nwill help,1,0.0,neutral
nwill help win,1,0.8,positive
help win fight,1,0.8,positive
win fight covid,1,0.8,positive
cases recoveries hours,1,0.0,neutral
new cases recorded,1,0.13636363636363635,positive
cases recorded across,1,0.0,neutral
recorded across nation,1,0.0,neutral
across nation deaths,1,0.0,neutral
nation deaths n,1,0.0,neutral
n covid coronavirusupdates,1,0.0,neutral
covid coronavirusupdates india,1,0.0,neutral
best choice captaincy,1,1.0,positive
choice captaincy n,1,0.0,neutral
captaincy n n,1,0.0,neutral
n n rohitsharma,1,0.0,neutral
n rohitsharma rohit,1,0.0,neutral
rohitsharma rohit rohithsharma,1,0.0,neutral
rohit rohithsharma viral,1,0.0,neutral
rohithsharma viral viratkohli,1,0.0,neutral
viral viratkohli rc,1,0.0,neutral
viratkohli rc appleevent,1,0.0,neutral
covid jabs minute,1,0.0,neutral
jabs minute india,1,0.0,neutral
minute india today,1,0.0,neutral
india today n,1,0.0,neutral
today n nalready,1,0.0,neutral
n nalready one,1,0.0,neutral
nalready one crore,1,0.0,neutral
one crore vaccination,1,0.0,neutral
crore vaccination far,1,0.1,positive
vaccination far today,1,0.1,positive
far today till,1,0.1,positive
today till pm,1,0.0,neutral
till pm n,1,0.0,neutral
pm n n,1,0.0,neutral
n n narendramodi,1,0.0,neutral
covid united states,1,0.0,neutral
united states approves,1,0.0,neutral
states approves new,1,0.13636363636363635,positive
approves new use,1,0.13636363636363635,positive
new use eli,1,0.13636363636363635,positive
use eli lilly,1,0.0,neutral
eli lilly drug,1,0.0,neutral
lilly drug treating,1,0.0,neutral
drug treating patients,1,0.0,neutral
treating patients n,1,0.0,neutral
patients n elililly,1,0.0,neutral
yoshihidesuga comparatively tame,1,-0.21666666666666667,negative
comparatively tame flirtations,1,-0.21666666666666667,negative
tame flirtations scandal,1,-0.21666666666666667,negative
flirtations scandal raise,1,0.0,neutral
scandal raise many,1,0.5,positive
raise many eyebrows,1,0.5,positive
many eyebrows administra,1,0.5,positive
covid punja starts,1,0.0,neutral
punja starts first,1,0.25,positive
starts first genomesequencing,1,0.25,positive
first genomesequencing facility,1,0.25,positive
genomesequencing facility patiala,1,0.0,neutral
facility patiala la,1,0.0,neutral
patiala la n,1,0.0,neutral
la n n,1,0.0,neutral
n n punjabnews,1,0.0,neutral
n punjabnews n,1,0.0,neutral
punjabnews n covid,1,0.0,neutral
many pilgrims attend,1,0.5,positive
pilgrims attend annual,1,0.0,neutral
attend annual marian,1,0.0,neutral
annual marian pilgrimage,1,0.0,neutral
marian pilgrimage covid,1,0.0,neutral
pilgrimage covid pandemic,1,0.0,neutral
covid pandemic torrential,1,0.0,neutral
pandemic torrential rain,1,0.0,neutral
corona virus new,1,0.13636363636363635,positive
virus new cases,1,0.13636363636363635,positive
new cases increased,1,0.13636363636363635,positive
cases increased india,1,0.0,neutral
increased india reported,1,0.0,neutral
reported fresh cases,1,0.3,positive
fresh cases hw,1,0.3,positive
cases hw english,1,0.0,neutral
hw english coronavirus,1,0.0,neutral
english coronavirus covid,1,0.0,neutral
mask unique project,1,0.375,positive
unique project group,1,0.375,positive
e e c,1,0.0,neutral
e c f,1,0.0,neutral
c f e,1,0.0,neutral
e e f,1,0.0,neutral
e f sir,1,0.0,neutral
f sir n,1,0.0,neutral
sir n namma,1,0.0,neutral
n namma sentiment,1,0.0,neutral
namma sentiment film,1,0.0,neutral
sentiment film n,1,0.0,neutral
film n nthat,1,0.0,neutral
n nthat climax,1,0.0,neutral
nthat climax one,1,0.0,neutral
climax one heart,1,0.0,neutral
one heart touching,1,0.5,positive
heart touching one,1,0.5,positive
touching one n,1,0.5,positive
one n ncomplete,1,0.0,neutral
n ncomplete en,1,0.0,neutral
wow million vaccinations,1,0.1,positive
million vaccinations done,1,0.0,neutral
vaccinations done till,1,0.0,neutral
till pm still,1,0.0,neutral
pm still counting,1,0.0,neutral
still counting stupendous,1,0.0,neutral
counting stupendous fight,1,0.0,neutral
stupendous fight covid,1,0.0,neutral
fight covid w,1,0.0,neutral
congratulations india f,1,0.0,neutral
f n non,1,0.0,neutral
n non special,1,0.35714285714285715,positive
non special day,1,0.35714285714285715,positive
special day narendramodi,1,0.35714285714285715,positive
day narendramodi birthday,1,0.0,neutral
narendramodi birthday till,1,0.0,neutral
birthday till yet,1,0.0,neutral
till yet n,1,0.0,neutral
crore vaccination doses,1,0.0,neutral
vaccination doses already,1,0.0,neutral
one crushing impacts,1,0.4,positive
crushing impacts covid,1,0.4,positive
impacts covid pandemic,1,0.0,neutral
covid pandemic ta,1,0.0,neutral
pandemic ta drivers,1,0.0,neutral
ta drivers working,1,0.0,neutral
drivers working ta,1,0.0,neutral
working ta rentals,1,0.0,neutral
ta rentals na,1,0.0,neutral
outstanding effort health,1,0.5,positive
effort health workers,1,0.0,neutral
health workers n,1,0.0,neutral
workers n nall,1,0.0,neutral
n nall healthcare,1,0.0,neutral
nall healthcare workers,1,0.0,neutral
healthcare workers well,1,0.0,neutral
workers well done,1,0.0,neutral
well done india,1,0.0,neutral
done india f,1,0.0,neutral
e f union,1,0.0,neutral
f union health,1,0.0,neutral
pm st birthday,1,0.0,neutral
st birthday india,1,0.0,neutral
birthday india administered,1,0.0,neutral
administered crore doses,1,0.0,neutral
crore doses still,1,0.0,neutral
doses still going,1,0.0,neutral
still going strong,1,0.4333333333333333,positive
going strong nat,1,0.4333333333333333,positive
strong nat pm,1,0.4333333333333333,positive
india showing decline,1,0.0,neutral
showing decline number,1,0.0,neutral
decline number new,1,0.13636363636363635,positive
number new covid,1,0.13636363636363635,positive
covid cases per,1,0.0,neutral
cases per cent,1,0.0,neutral
per cent new,1,0.13636363636363635,positive
cent new cases,1,0.13636363636363635,positive
icymi india friday,1,0.0,neutral
india friday administered,1,0.0,neutral
friday administered crore,1,0.0,neutral
doses day first,1,0.25,positive
day first time,1,0.25,positive
first time taking,1,0.25,positive
gentle reminder pandemic,1,0.2,positive
reminder pandemic yet,1,0.0,neutral
pandemic yet n,1,0.0,neutral
n maskup metgala,1,0.0,neutral
vitamin deficiency hypovitaminosis,1,0.0,neutral
deficiency hypovitaminosis defined,1,0.0,neutral
hypovitaminosis defined vitamin,1,0.0,neutral
defined vitamin level,1,0.0,neutral
vitamin level normal,1,0.15,positive
level normal diabetes,1,0.15,positive
covid vaccines f,1,0.0,neutral
vaccines f safe,1,0.5,positive
f safe effective,1,0.55,positive
safe effective watch,1,0.55,positive
effective watch video,1,0.6,positive
watch video f,1,0.0,neutral
video f f,1,0.0,neutral
f f know,1,0.0,neutral
f know work,1,0.0,neutral
covid push vaccinemadness,1,0.0,neutral
push vaccinemadness vaccinedeaths,1,0.0,neutral
vaccinemadness vaccinedeaths effective,1,0.6,positive
vaccinedeaths effective cheap,1,0.5,positive
effective cheap readily,1,0.39999999999999997,positive
cheap readily available,1,0.4,positive
readily available pre,1,0.4,positive
among adults n,1,0.0,neutral
adults n mild,1,0.3333333333333333,positive
n mild covid,1,0.3333333333333333,positive
mild covid day,1,0.3333333333333333,positive
covid day course,1,0.0,neutral
day course ivermectin,1,0.0,neutral
course ivermectin vs,1,0.0,neutral
ivermectin vs placebo,1,0.0,neutral
vs placebo significantly,1,0.375,positive
placebo significantly improve,1,0.375,positive
coronavirus last hours,1,0.0,neutral
hours new cases,1,0.13636363636363635,positive
new cases corona,1,0.13636363636363635,positive
cases corona registered,1,0.0,neutral
corona registered india,1,0.0,neutral
registered india people,1,0.0,neutral
india people died,1,0.0,neutral
f kindly wearamask,1,0.6,positive
kindly wearamask n,1,0.6,positive
wearamask n safekovai,1,0.0,neutral
went stock within,1,0.0,neutral
stock within day,1,0.0,neutral
within day decided,1,0.0,neutral
day decided give,1,0.0,neutral
decided give free,1,0.4,positive
give free receiving,1,0.4,positive
free receiving several,1,0.2,positive
receiving several mails,1,0.0,neutral
several mails cus,1,0.0,neutral
long time came,1,-0.05,negative
time came airport,1,0.0,neutral
came airport nflying,1,0.0,neutral
airport nflying ahmedabad,1,0.0,neutral
nflying ahmedabad n,1,0.0,neutral
ahmedabad n nwear,1,0.0,neutral
n nwear mask,1,0.0,neutral
nwear mask stay,1,0.0,neutral
safe n covid,1,0.5,positive
yr old widow,1,0.1,positive
old widow yet,1,0.1,positive
widow yet able,1,0.5,positive
yet able apply,1,0.5,positive
able apply govt,1,0.5,positive
apply govt relief,1,0.0,neutral
govt relief husband,1,0.0,neutral
relief husband died,1,0.0,neutral
husband died due,1,-0.125,negative
died due covid,1,-0.125,negative
due covid despite,1,-0.125,negative
covid despite num,1,0.0,neutral
coronavirusupdate india reports,1,0.0,neutral
hoping many birthday,1,0.5,positive
many birthday days,1,0.5,positive
birthday days ahead,1,0.0,neutral
days ahead entire,1,0.0,neutral
ahead entire population,1,0.0,neutral
entire population gets,1,0.0,neutral
population gets vaccinated,1,0.0,neutral
gets vaccinated n,1,0.0,neutral
vaccinated n n,1,0.0,neutral
n n vaccinemandate,1,0.0,neutral
f india reports,1,0.0,neutral
hours per india,1,0.0,neutral
per india n,1,0.0,neutral
n f activ,1,0.0,neutral
covid preparedness conclave,1,0.0,neutral
preparedness conclave live,1,0.13636363636363635,positive
conclave live monday,1,0.13636363636363635,positive
live monday covid,1,0.13636363636363635,positive
third wave covid,1,0.0,neutral
wave covid india,1,0.0,neutral
covid india witnessed,1,0.0,neutral
india witnessed second,1,0.0,neutral
witnessed second wave,1,0.0,neutral
second wave unless,1,0.0,neutral
wave unless new,1,0.13636363636363635,positive
unless new varian,1,0.13636363636363635,positive
covid might multiple,1,0.0,neutral
might multiple animal,1,0.0,neutral
multiple animal origins,1,0.0,neutral
animal origins finds,1,0.0,neutral
origins finds new,1,0.13636363636363635,positive
finds new study,1,0.13636363636363635,positive
new study n,1,0.13636363636363635,positive
th wave driven,1,0.0,neutral
wave driven delta,1,0.0,neutral
driven delta variant,1,0.0,neutral
delta variant largely,1,0.21428571428571427,positive
variant largely kenya,1,0.21428571428571427,positive
largely kenya test,1,0.21428571428571427,positive
kenya test positivity,1,0.0,neutral
test positivity rate,1,0.0,neutral
e ctly point,1,0.0,neutral
ctly point make,1,0.0,neutral
point make marketing,1,0.0,neutral
make marketing stunt,1,0.0,neutral
marketing stunt special,1,0.35714285714285715,positive
stunt special day,1,0.35714285714285715,positive
special day vaccinate,1,0.35714285714285715,positive
day vaccinate population,1,0.0,neutral
vaccinate population ear,1,0.0,neutral
following covid appropriate,1,0.25,positive
covid appropriate behavior,1,0.5,positive
appropriate behavior classes,1,0.5,positive
behavior classes resume,1,0.0,neutral
classes resume kerala,1,0.0,neutral
resume kerala colleges,1,0.0,neutral
kerala colleges oct,1,0.0,neutral
colleges oct n,1,0.0,neutral
oct n n,1,0.0,neutral
n n briflynews,1,0.0,neutral
combined impact climatecrisis,1,0.0,neutral
impact climatecrisis amp,1,0.0,neutral
climatecrisis amp covid,1,0.0,neutral
amp covid stolen,1,0.0,neutral
covid stolen gains,1,0.0,neutral
stolen gains economic,1,0.2,positive
gains economic growth,1,0.2,positive
economic growth achieved,1,0.2,positive
growth achieved several,1,0.0,neutral
achieved several nation,1,0.0,neutral
limit count abilities,1,0.0,neutral
count abilities ntake,1,0.0,neutral
abilities ntake business,1,0.0,neutral
ntake business online,1,0.0,neutral
business online bmdu,1,0.0,neutral
online bmdu feel,1,0.0,neutral
bmdu feel proud,1,0.8,positive
huge crowds seen,1,0.4000000000000001,positive
crowds seen roads,1,0.0,neutral
seen roads byculla,1,0.0,neutral
roads byculla tardeo,1,0.0,neutral
byculla tardeo lalbaug,1,0.0,neutral
tardeo lalbaug parel,1,0.0,neutral
lalbaug parel area,1,0.0,neutral
parel area known,1,0.0,neutral
area known grand,1,0.5,positive
known grand celebrations,1,0.5,positive
grand celebrations idols,1,0.5,positive
celebrations idols th,1,0.0,neutral
india overtakes economically,1,0.3,positive
overtakes economically developmentally,1,0.3,positive
economically developmentally forward,1,0.3,positive
developmentally forward nations,1,0.0,neutral
forward nations world,1,0.0,neutral
nations world daily,1,0.0,neutral
world daily avera,1,0.0,neutral
newly created state,1,0.13636363636363635,positive
created state n,1,0.0,neutral
state n magahi,1,0.0,neutral
n magahi maithili,1,0.0,neutral
magahi maithili bhojpuri,1,0.0,neutral
maithili bhojpuri bangla,1,0.0,neutral
bhojpuri bangla locallanguages,1,0.0,neutral
covid un secretary,1,0.0,neutral
un secretary general,1,0.05000000000000002,positive
secretary general says,1,0.05000000000000002,positive
general says bar,1,0.05000000000000002,positive
says bar unvaccinated,1,0.0,neutral
bar unvaccinated heads,1,0.0,neutral
unvaccinated heads state,1,0.0,neutral
heads state general,1,0.05000000000000002,positive
state general assembly,1,0.05000000000000002,positive
year old knows,1,0.1,positive
old knows important,1,0.25,positive
knows important wear,1,0.4,positive
important wear mask,1,0.4,positive
wear mask going,1,0.0,neutral
health ministry briefs,1,0.0,neutral
ministry briefs media,1,0.0,neutral
briefs media latest,1,0.5,positive
media latest covid,1,0.5,positive
latest covid situation,1,0.5,positive
covid situation country,1,0.0,neutral
situation country n,1,0.0,neutral
country n nvideo,1,0.0,neutral
huge n na,1,0.4000000000000001,positive
n na doctor,1,0.0,neutral
na doctor owner,1,0.0,neutral
doctor owner diagnostic,1,0.0,neutral
owner diagnostic la,1,0.0,neutral
diagnostic la found,1,0.0,neutral
la found times,1,0.0,neutral
found times increase,1,0.0,neutral
times increase cancers,1,0.0,neutral
increase cancers covid,1,0.0,neutral
social amp religious,1,0.016666666666666666,positive
amp religious gatherings,1,0.0,neutral
religious gatherings may,1,0.0,neutral
gatherings may facilitate,1,0.0,neutral
may facilitate rapid,1,0.0,neutral
facilitate rapid spread,1,0.0,neutral
rapid spread delta,1,0.0,neutral
spread delta virus,1,0.0,neutral
delta virus among,1,0.0,neutral
virus among still,1,0.0,neutral
among still susceptible,1,0.0,neutral
thank amp frontlineworkers,1,0.0,neutral
amp frontlineworkers covid,1,0.0,neutral
frontlineworkers covid covidvaccine,1,0.0,neutral
covid covidvaccine nhuge,1,0.0,neutral
covidvaccine nhuge crore,1,0.0,neutral
nhuge crore population,1,0.0,neutral
crore population many,1,0.5,positive
many countries li,1,0.5,positive
unprecedented look way,1,0.6,positive
look way numbers,1,0.0,neutral
way numbers going,1,0.0,neutral
numbers going covid,1,0.0,neutral
going covid corona,1,0.0,neutral
live press briefing,1,0.13636363636363635,positive
press briefing india,1,0.0,neutral
briefing india non,1,0.0,neutral
india non actions,1,0.0,neutral
non actions taken,1,0.0,neutral
actions taken preparedness,1,0.0,neutral
taken preparedness updates,1,0.0,neutral
preparedness updates covid,1,0.0,neutral
updates covid n,1,0.0,neutral
sit n n,1,0.0,neutral
mehra think first,1,0.25,positive
think first liberandu,1,0.25,positive
first liberandu say,1,0.25,positive
liberandu say trust,1,0.0,neutral
say trust india,1,0.0,neutral
need soon spook,1,0.0,neutral
soon spook people,1,0.0,neutral
spook people month,1,0.0,neutral
people month ahead,1,0.0,neutral
month ahead nlimited,1,0.0,neutral
ahead nlimited quantities,1,0.0,neutral
nlimited quantities available,1,0.4,positive
quantities available n,1,0.4,positive
available n n,1,0.4,positive
n mask covid,1,0.0,neutral
covid updates chhattisgarh,1,0.0,neutral
updates chhattisgarh reported,1,0.0,neutral
chhattisgarh reported new,1,0.13636363636363635,positive
reported new cases,1,0.13636363636363635,positive
new cases thursday,1,0.13636363636363635,positive
cases thursday active,1,-0.13333333333333333,negative
thursday active cases,1,-0.13333333333333333,negative
active cases zero,1,-0.13333333333333333,negative
cases zero death,1,0.0,neutral
zero death recorded,1,0.0,neutral
death recorded today,1,0.0,neutral
c f aaradhya,1,0.0,neutral
f aaradhya gratitude,1,0.0,neutral
aaradhya gratitude love,1,0.5,positive
gratitude love f,1,0.5,positive
love f f,1,0.5,positive
f n stayhomestaysafe,1,0.0,neutral
n stayhomestaysafe maskon,1,0.0,neutral
covid update n,1,0.0,neutral
f f cr,1,0.0,neutral
f cr vaccine,1,0.0,neutral
cr vaccine doses,1,0.0,neutral
administered far n,1,0.1,positive
far n n,1,0.1,positive
f f new,1,0.13636363636363635,positive
f new cases,1,0.13636363636363635,positive
india sails setting,1,0.0,neutral
sails setting rd,1,0.0,neutral
setting rd wave,1,0.0,neutral
wave covid much,1,0.2,positive
covid much lower,1,0.2,positive
much lower impact,1,0.2,positive
lower impact economy,1,0.0,neutral
impact economy market,1,0.0,neutral
economy market go,1,0.0,neutral
fears third covid,1,0.0,neutral
third covid wave,1,0.0,neutral
covid wave loom,1,0.0,neutral
wave loom relevant,1,0.4,positive
loom relevant questions,1,0.4,positive
relevant questions need,1,0.4,positive
questions need answering,1,0.0,neutral
need answering trusted,1,0.0,neutral
answering trusted e,1,0.0,neutral
trusted e erts,1,0.0,neutral
